question_id,question,question_type,level,condition,reference_answer,generated_answer,f1,exact_match,retrieval_recall,context_words,retrieved_ids
5adfb698554299603e418385,Who created the manga series originally serialized from 1994-1995with a superheroine?,bridge,hard,clean,Tonde Burin,Taeko Ikeda,0.0,0,0.5,307,"P1,P9,P4,P6"
5adfb698554299603e418385,Who created the manga series originally serialized from 1994-1995with a superheroine?,bridge,hard,remove_one,Tonde Burin,Taeko Ikeda,0.0,0,1.0,307,"P1,P9,P4,P6"
5adfb698554299603e418385,Who created the manga series originally serialized from 1994-1995with a superheroine?,bridge,hard,remove_all,Tonde Burin,Kotaro Mori,0.0,0,,362,"P1,P4,P6,P8"
5adfb698554299603e418385,Who created the manga series originally serialized from 1994-1995with a superheroine?,bridge,hard,contaminated,Tonde Burin,Kotaro Mori,0.0,0,,362,"P1,P4,P6,P8"
5a808cbd5542996402f6a54b,"What is the profession of Ansel Elgort's character in ""Baby Driver?""",bridge,hard,clean,getaway driver,He is a driver.,0.4,0,0.5,314,"P3,P0,P8,P2"
5a808cbd5542996402f6a54b,"What is the profession of Ansel Elgort's character in ""Baby Driver?""",bridge,hard,remove_one,getaway driver,The evidence does not specify.,0.0,0,0.0,334,"P3,P8,P2,P5"
5a808cbd5542996402f6a54b,"What is the profession of Ansel Elgort's character in ""Baby Driver?""",bridge,hard,remove_all,getaway driver,Getaway driver.,1.0,1,,334,"P3,P8,P2,P5"
5a808cbd5542996402f6a54b,"What is the profession of Ansel Elgort's character in ""Baby Driver?""",bridge,hard,contaminated,getaway driver,He is a driver (the film’s getaway driver).,0.5,0,,334,"P3,P8,P2,P5"
5a89e57f5542992e4fca845d,The people for whom pap is a staple food speak a language that is a major branch of what language family?,bridge,hard,clean,Niger–Congo,Niger–Congo.,1.0,1,1.0,678,"P8,P4,P3,P2"
5a89e57f5542992e4fca845d,The people for whom pap is a staple food speak a language that is a major branch of what language family?,bridge,hard,remove_one,Niger–Congo,Niger‑Congo language family.,0.0,0,1.0,642,"P8,P1,P3,P2"
5a89e57f5542992e4fca845d,The people for whom pap is a staple food speak a language that is a major branch of what language family?,bridge,hard,remove_all,Niger–Congo,Indo‑European,0.0,0,,401,"P9,P1,P2,P0"
5a89e57f5542992e4fca845d,The people for whom pap is a staple food speak a language that is a major branch of what language family?,bridge,hard,contaminated,Niger–Congo,Niger‑Congo language family.,0.0,0,,596,"P9,P2,P3,P1"
5adf80605542995534e8c7d2,The 2012–13 Boston Celtics season was marred by an occurence which took the lives of how many people?,bridge,hard,clean,three,3,0.0,0,0.5,581,"P6,P5,P2,P7"
5adf80605542995534e8c7d2,The 2012–13 Boston Celtics season was marred by an occurence which took the lives of how many people?,bridge,hard,remove_one,three,Three people.,0.6666666666666666,0,1.0,639,"P6,P5,P2,P8"
5adf80605542995534e8c7d2,The 2012–13 Boston Celtics season was marred by an occurence which took the lives of how many people?,bridge,hard,remove_all,three,The evidence does not contain that information.,0.0,0,,577,"P5,P2,P7,P8"
5adf80605542995534e8c7d2,The 2012–13 Boston Celtics season was marred by an occurence which took the lives of how many people?,bridge,hard,contaminated,three,The evidence does not specify.,0.0,0,,494,"P5,D1,P2,P7"
5ac0b1835542992a796ded65,"Bordan Tkachuk was the former CEO of which company, which provides IT products?",bridge,hard,clean,Viglen,Viglen.,1.0,1,0.5,470,"P5,P8,P0,P7"
5ac0b1835542992a796ded65,"Bordan Tkachuk was the former CEO of which company, which provides IT products?",bridge,hard,remove_one,Viglen,Viglen.,1.0,1,1.0,526,"P8,P5,P9,P7"
5ac0b1835542992a796ded65,"Bordan Tkachuk was the former CEO of which company, which provides IT products?",bridge,hard,remove_all,Viglen,I don't know.,0.0,0,,577,"P8,P9,P7,P0"
5ac0b1835542992a796ded65,"Bordan Tkachuk was the former CEO of which company, which provides IT products?",bridge,hard,contaminated,Viglen,No answer found in the provided evidence.,0.0,0,,577,"P8,P9,P7,P0"
5a8a03985542992e4fca84d6,When was the star of the 1982 remake of The Spider's Web appointed to Dame Commander of the Order of the British Empire (DBE)?,bridge,hard,clean,2014,I don't know.,0.0,0,0.5,287,"P7,P5,P9,P6"
5a8a03985542992e4fca84d6,When was the star of the 1982 remake of The Spider's Web appointed to Dame Commander of the Order of the British Empire (DBE)?,bridge,hard,remove_one,2014,The evidence does not specify.,0.0,0,1.0,302,"P7,P5,P0,P9"
5a8a03985542992e4fca84d6,When was the star of the 1982 remake of The Spider's Web appointed to Dame Commander of the Order of the British Empire (DBE)?,bridge,hard,remove_all,2014,1967,0.0,0,,311,"P7,P5,P0,P6"
5a8a03985542992e4fca84d6,When was the star of the 1982 remake of The Spider's Web appointed to Dame Commander of the Order of the British Empire (DBE)?,bridge,hard,contaminated,2014,1967,0.0,0,,311,"P7,P5,P0,P6"
5a7c762d55429935c91b51c7,Mike Welch attended high school that serves how many students ?,bridge,hard,clean,2200 students,2200,0.6666666666666666,0,1.0,529,"P0,P4,P1,P2"
5a7c762d55429935c91b51c7,Mike Welch attended high school that serves how many students ?,bridge,hard,remove_one,2200 students,812,0.0,0,1.0,521,"P4,P1,P2,P3"
5a7c762d55429935c91b51c7,Mike Welch attended high school that serves how many students ?,bridge,hard,remove_all,2200 students,812,0.0,0,,517,"P4,P1,P3,P7"
5a7c762d55429935c91b51c7,Mike Welch attended high school that serves how many students ?,bridge,hard,contaminated,2200 students,812,0.0,0,,517,"P4,P1,P3,P7"
5abdc18555429965af743e2b,"What is the name of the second largest car rental company, that also has another low cost car rental company it oversees?",bridge,hard,clean,Hertz,Hertz,1.0,1,0.5,226,"P3,P2,P6,P1"
5abdc18555429965af743e2b,"What is the name of the second largest car rental company, that also has another low cost car rental company it oversees?",bridge,hard,remove_one,Hertz,Enterprise Holdings,0.0,0,0.0,269,"P2,P6,P1,P7"
5abdc18555429965af743e2b,"What is the name of the second largest car rental company, that also has another low cost car rental company it oversees?",bridge,hard,remove_all,Hertz,Sixt SE,0.0,0,,269,"P2,P1,P6,P7"
5abdc18555429965af743e2b,"What is the name of the second largest car rental company, that also has another low cost car rental company it oversees?",bridge,hard,contaminated,Hertz,"Enterprise Holdings, Inc.",0.0,0,,269,"P2,P1,P6,P7"
5a84f06f5542994c784dda92,What type of community does Bob Hope Airport and Boeing Field have in common?,comparison,hard,clean,public,General aviation community.,0.0,0,0.5,351,"P8,P0,P2,P4"
5a84f06f5542994c784dda92,What type of community does Bob Hope Airport and Boeing Field have in common?,comparison,hard,remove_one,public,A public‑airport community.,0.0,0,1.0,378,"P8,P2,P4,P9"
5a84f06f5542994c784dda92,What type of community does Bob Hope Airport and Boeing Field have in common?,comparison,hard,remove_all,public,Aviation community.,0.0,0,,265,"P8,P4,P6,P3"
5a84f06f5542994c784dda92,What type of community does Bob Hope Airport and Boeing Field have in common?,comparison,hard,contaminated,public,An aviation community.,0.0,0,,336,"P8,P4,P2,P1"
5ae54b3d5542990ba0bbb260,Are both American Foxhound and Löwchen types of Foxhounds?,comparison,hard,clean,no,No.,1.0,1,1.0,234,"P6,P3,P1,P7"
5ae54b3d5542990ba0bbb260,Are both American Foxhound and Löwchen types of Foxhounds?,comparison,hard,remove_one,no,No.,1.0,1,1.0,341,"P6,P3,P7,P9"
5ae54b3d5542990ba0bbb260,Are both American Foxhound and Löwchen types of Foxhounds?,comparison,hard,remove_all,no,"No. The American Foxhound is a type of foxhound, but there is no evidence that the Löwchen is a type of foxhound.",0.10526315789473684,0,,386,"P9,P3,P7,P4"
5ae54b3d5542990ba0bbb260,Are both American Foxhound and Löwchen types of Foxhounds?,comparison,hard,contaminated,no,No.,1.0,1,,453,"P3,P7,P9,D1"
5ac44b47554299194317396c,"Which became a Cathedral first St Chad's Cathedral, Birmingham or Chelmsford Cathedral?",comparison,hard,clean,Metropolitan Cathedral Church and Basilica of Saint Chad,"St Chad’s Cathedral, Birmingham.",0.16666666666666666,0,0.5,394,"P2,P9,P3,P0"
5ac44b47554299194317396c,"Which became a Cathedral first St Chad's Cathedral, Birmingham or Chelmsford Cathedral?",comparison,hard,remove_one,Metropolitan Cathedral Church and Basilica of Saint Chad,"St Chad’s Cathedral, Birmingham.",0.16666666666666666,0,1.0,438,"P2,P9,P3,P6"
5ac44b47554299194317396c,"Which became a Cathedral first St Chad's Cathedral, Birmingham or Chelmsford Cathedral?",comparison,hard,remove_all,Metropolitan Cathedral Church and Basilica of Saint Chad,"St Chad’s Cathedral, Birmingham.",0.16666666666666666,0,,345,"P0,P6,P2,P3"
5ac44b47554299194317396c,"Which became a Cathedral first St Chad's Cathedral, Birmingham or Chelmsford Cathedral?",comparison,hard,contaminated,Metropolitan Cathedral Church and Basilica of Saint Chad,"St Chad’s Cathedral, Birmingham.",0.16666666666666666,0,,319,"P0,P6,P5,P3"
5abeb91c5542994516f45400,"Which of the following bands is considered ""one of the most accomplished and creative Christian bands of the '90s"": Poor Old Lu or Shudder to Think?",comparison,hard,clean,Poor Old Lu,Poor Old Lu,1.0,1,0.5,285,"P9,P4,P1,P5"
5abeb91c5542994516f45400,"Which of the following bands is considered ""one of the most accomplished and creative Christian bands of the '90s"": Poor Old Lu or Shudder to Think?",comparison,hard,remove_one,Poor Old Lu,Poor Old Lu,1.0,1,1.0,285,"P9,P4,P1,P5"
5abeb91c5542994516f45400,"Which of the following bands is considered ""one of the most accomplished and creative Christian bands of the '90s"": Poor Old Lu or Shudder to Think?",comparison,hard,remove_all,Poor Old Lu,Poor Old Lu,1.0,1,,252,"P4,P1,P5,P2"
5abeb91c5542994516f45400,"Which of the following bands is considered ""one of the most accomplished and creative Christian bands of the '90s"": Poor Old Lu or Shudder to Think?",comparison,hard,contaminated,Poor Old Lu,Poor Old Lu,1.0,1,,284,"P4,P1,P5,D0"
5a75d35d5542992d0ec05ffe,"Which pizza shop opened first, Toppers Pizza or America's Incredible Pizza Company?",comparison,hard,clean,Toppers Pizza,Toppers Pizza.,1.0,1,1.0,210,"P5,P0,P6,P3"
5a75d35d5542992d0ec05ffe,"Which pizza shop opened first, Toppers Pizza or America's Incredible Pizza Company?",comparison,hard,remove_one,Toppers Pizza,Toppers Pizza opened first.,0.6666666666666666,0,1.0,209,"P5,P6,P3,P4"
5a75d35d5542992d0ec05ffe,"Which pizza shop opened first, Toppers Pizza or America's Incredible Pizza Company?",comparison,hard,remove_all,Toppers Pizza,America's Incredible Pizza Company.,0.3333333333333333,0,,254,"P5,P3,P4,P9"
5a75d35d5542992d0ec05ffe,"Which pizza shop opened first, Toppers Pizza or America's Incredible Pizza Company?",comparison,hard,contaminated,Toppers Pizza,America's Incredible Pizza Company opened first.,0.25,0,,254,"P5,P3,P4,P9"
5ac19b2c55429963665198b6,"Which park is further south within Spain, Picos de Europa National Park or Timanfaya National Park?",comparison,hard,clean,Timanfaya National Park,Timanfaya National Park.,1.0,1,1.0,237,"P1,P8,P5,P0"
5ac19b2c55429963665198b6,"Which park is further south within Spain, Picos de Europa National Park or Timanfaya National Park?",comparison,hard,remove_one,Timanfaya National Park,Timanfaya National Park.,1.0,1,1.0,218,"P8,P0,P5,P2"
5ac19b2c55429963665198b6,"Which park is further south within Spain, Picos de Europa National Park or Timanfaya National Park?",comparison,hard,remove_all,Timanfaya National Park,Cannot be determined from the evidence.,0.0,0,,203,"P0,P5,P2,P3"
5ac19b2c55429963665198b6,"Which park is further south within Spain, Picos de Europa National Park or Timanfaya National Park?",comparison,hard,contaminated,Timanfaya National Park,The evidence does not provide enough information to determine which park is further south.,0.125,0,,203,"P0,P5,P2,P3"
5a7a06525542990198eaf04f,Who was born first David Draiman or Terry Kath?,comparison,hard,clean,David Michael Draiman,Terry Kath,0.0,0,0.5,418,"P4,P5,P6,P7"
5a7a06525542990198eaf04f,Who was born first David Draiman or Terry Kath?,comparison,hard,remove_one,David Michael Draiman,Terry Kath,0.0,0,1.0,418,"P4,P5,P7,P6"
5a7a06525542990198eaf04f,Who was born first David Draiman or Terry Kath?,comparison,hard,remove_all,David Michael Draiman,Terry Kath,0.0,0,,512,"P7,P4,P5,P8"
5a7a06525542990198eaf04f,Who was born first David Draiman or Terry Kath?,comparison,hard,contaminated,David Michael Draiman,Terry Kath,0.0,0,,512,"P7,P4,P5,P8"
5abb1e1b5542992ccd8e7f19,José Saramago and Ivo Andrić were recipients of what award in Literature?,comparison,hard,clean,Nobel Prize in Literature,Nobel Prize in Literature,1.0,1,0.5,310,"P2,P3,P0,P5"
5abb1e1b5542992ccd8e7f19,José Saramago and Ivo Andrić were recipients of what award in Literature?,comparison,hard,remove_one,Nobel Prize in Literature,Nobel Prize in Literature,1.0,1,0.0,348,"P0,P5,P3,P7"
5abb1e1b5542992ccd8e7f19,José Saramago and Ivo Andrić were recipients of what award in Literature?,comparison,hard,remove_all,Nobel Prize in Literature,Nobel Prize in Literature,1.0,1,,348,"P0,P5,P3,P7"
5abb1e1b5542992ccd8e7f19,José Saramago and Ivo Andrić were recipients of what award in Literature?,comparison,hard,contaminated,Nobel Prize in Literature,Nobel Prize in Literature,1.0,1,,348,"P0,P5,P3,P7"
5adfda9655429925eb1afac0,"Which band, A Silent Film or The Frames, has more members?",comparison,hard,clean,The Frames,Cannot be determined from the evidence.,0.0,0,0.5,367,"P9,P7,P6,P3"
5adfda9655429925eb1afac0,"Which band, A Silent Film or The Frames, has more members?",comparison,hard,remove_one,The Frames,"The evidence does not provide the number of members in The Frames, so the comparison cannot be made.",0.13333333333333333,0,1.0,367,"P9,P7,P3,P6"
5adfda9655429925eb1afac0,"Which band, A Silent Film or The Frames, has more members?",comparison,hard,remove_all,The Frames,Cannot be determined from the given evidence.,0.0,0,,374,"P9,P7,P4,P6"
5adfda9655429925eb1afac0,"Which band, A Silent Film or The Frames, has more members?",comparison,hard,contaminated,The Frames,The evidence does not provide enough information to determine which band has more members.,0.0,0,,414,"P9,P7,D1,P6"
5ac19ff65542994d76dcce8f,Is The Devils of Loudun and Maskarade both operas?,comparison,hard,clean,yes,Yes.,1.0,1,1.0,246,"P6,P7,P2,P3"
5ac19ff65542994d76dcce8f,Is The Devils of Loudun and Maskarade both operas?,comparison,hard,remove_one,yes,No.,0.0,0,1.0,225,"P2,P9,P3,P7"
5ac19ff65542994d76dcce8f,Is The Devils of Loudun and Maskarade both operas?,comparison,hard,remove_all,yes,No.,0.0,0,,205,"P2,P9,P3,P8"
5ac19ff65542994d76dcce8f,Is The Devils of Loudun and Maskarade both operas?,comparison,hard,contaminated,yes,No.,0.0,0,,307,"P2,P9,P3,D1"
5ab5b6c1554299637185c5e5,Did Franki Valli sing with Hellogoodbye or The Four Seasons?,comparison,hard,clean,The Four Seasons,The Four Seasons.,1.0,1,1.0,398,"P7,P4,P9,P3"
5ab5b6c1554299637185c5e5,Did Franki Valli sing with Hellogoodbye or The Four Seasons?,comparison,hard,remove_one,The Four Seasons,The Four Seasons.,1.0,1,1.0,409,"P7,P4,P9,P5"
5ab5b6c1554299637185c5e5,Did Franki Valli sing with Hellogoodbye or The Four Seasons?,comparison,hard,remove_all,The Four Seasons,The Four Seasons,1.0,1,,346,"P4,P9,P5,P2"
5ab5b6c1554299637185c5e5,Did Franki Valli sing with Hellogoodbye or The Four Seasons?,comparison,hard,contaminated,The Four Seasons,The Four Seasons.,1.0,1,,427,"P4,P9,D0,P5"
5ab611cc5542992aa134a411,What professions did S. Sylvan Simon and Danny Cannon have in common?,comparison,hard,clean,director and producer,Director and producer.,1.0,1,1.0,84,"P9,P7,P2,P3"
5ab611cc5542992aa134a411,What professions did S. Sylvan Simon and Danny Cannon have in common?,comparison,hard,remove_one,director and producer,Director,0.5,0,1.0,123,"P9,P7,P0,P3"
5ab611cc5542992aa134a411,What professions did S. Sylvan Simon and Danny Cannon have in common?,comparison,hard,remove_all,director and producer,Film director.,0.4,0,,133,"P7,P3,P6,P1"
5ab611cc5542992aa134a411,What professions did S. Sylvan Simon and Danny Cannon have in common?,comparison,hard,contaminated,director and producer,The evidence does not provide information about Danny Cannon’s profession.,0.0,0,,178,"P7,P0,P8,P3"
5ab7ff1d5542990e739ec7b9,"Which American rock band is from Chapel Hill, North Carolina - Polvo or The Black Keys?",comparison,hard,clean,Polvo,Polvo,1.0,1,1.0,384,"P1,P0,P3,P7"
5ab7ff1d5542990e739ec7b9,"Which American rock band is from Chapel Hill, North Carolina - Polvo or The Black Keys?",comparison,hard,remove_one,Polvo,Polvo,1.0,1,1.0,423,"P1,P3,P7,P5"
5ab7ff1d5542990e739ec7b9,"Which American rock band is from Chapel Hill, North Carolina - Polvo or The Black Keys?",comparison,hard,remove_all,Polvo,Cannot be determined from the evidence.,0.0,0,,488,"P3,P7,P4,P5"
5ab7ff1d5542990e739ec7b9,"Which American rock band is from Chapel Hill, North Carolina - Polvo or The Black Keys?",comparison,hard,contaminated,Polvo,I don't know based on the provided evidence.,0.0,0,,439,"P3,P8,P7,P4"
5a7dca645542990b8f503aab,"Who was born first, Anaïs Lameche or Darren Hayes?",comparison,hard,clean,Darren Stanley Hayes,"The evidence does not provide Darren Hayes’s birthdate, so it cannot be determined from the given information who was born first.",0.09090909090909091,0,0.5,608,"P3,P9,P8,P0"
5a7dca645542990b8f503aab,"Who was born first, Anaïs Lameche or Darren Hayes?",comparison,hard,remove_one,Darren Stanley Hayes,"The evidence does not provide Darren Hayes’ birth date, so it cannot determine who was born first.",0.10526315789473684,0,1.0,608,"P3,P9,P8,P0"
5a7dca645542990b8f503aab,"Who was born first, Anaïs Lameche or Darren Hayes?",comparison,hard,remove_all,Darren Stanley Hayes,The evidence does not provide enough information to determine who was born first.,0.0,0,,667,"P9,P8,P7,P5"
5a7dca645542990b8f503aab,"Who was born first, Anaïs Lameche or Darren Hayes?",comparison,hard,contaminated,Darren Stanley Hayes,The evidence does not provide enough information to determine who was born first.,0.0,0,,667,"P9,P7,P8,P5"
5a81d54a55429903bc27b9d4,Were Jeff Martin and Kyle Patrick both in The Click Five?,comparison,hard,clean,no,No.,1.0,1,0.5,311,"P3,P2,P7,P9"
5a81d54a55429903bc27b9d4,Were Jeff Martin and Kyle Patrick both in The Click Five?,comparison,hard,remove_one,no,No.,1.0,1,1.0,311,"P2,P3,P7,P9"
5a81d54a55429903bc27b9d4,Were Jeff Martin and Kyle Patrick both in The Click Five?,comparison,hard,remove_all,no,No.,1.0,1,,285,"P2,P3,P9,P1"
5a81d54a55429903bc27b9d4,Were Jeff Martin and Kyle Patrick both in The Click Five?,comparison,hard,contaminated,no,No.,1.0,1,,285,"P2,P3,P1,P9"
5ae0536755429924de1b70a6,"Are both genera Silphium and Heliotropium, genera of flowering plants ?",comparison,hard,clean,yes,No.,0.0,0,0.0,314,"P5,P2,P6,P1"
5ae0536755429924de1b70a6,"Are both genera Silphium and Heliotropium, genera of flowering plants ?",comparison,hard,remove_one,yes,No.,0.0,0,0.0,303,"P2,P5,P6,P0"
5ae0536755429924de1b70a6,"Are both genera Silphium and Heliotropium, genera of flowering plants ?",comparison,hard,remove_all,yes,No.,0.0,0,,314,"P2,P5,P6,P1"
5ae0536755429924de1b70a6,"Are both genera Silphium and Heliotropium, genera of flowering plants ?",comparison,hard,contaminated,yes,No.,0.0,0,,295,"P2,P5,D1,P6"
5a77720255429967ab10517f,"In what year did both Orson Scott Card's novel ""Ender's Game"" and Keri Hulme's ""The Bone People"" come out?",comparison,hard,clean,1985,1985,1.0,1,1.0,186,"P9,P0,P3,P1"
5a77720255429967ab10517f,"In what year did both Orson Scott Card's novel ""Ender's Game"" and Keri Hulme's ""The Bone People"" come out?",comparison,hard,remove_one,1985,I cannot answer the question based on the provided evidence.,0.0,0,1.0,287,"P9,P3,P6,P1"
5a77720255429967ab10517f,"In what year did both Orson Scott Card's novel ""Ender's Game"" and Keri Hulme's ""The Bone People"" come out?",comparison,hard,remove_all,1985,There is no year in which both works were released.,0.0,0,,320,"P3,P6,P1,P5"
5a77720255429967ab10517f,"In what year did both Orson Scott Card's novel ""Ender's Game"" and Keri Hulme's ""The Bone People"" come out?",comparison,hard,contaminated,1985,There is no year in which both novels were released.,0.0,0,,402,"P3,D0,P6,P1"
5a812cd555429926c1cdacfc,"Which drink is larger, the Apple-Kneel or the Flaming volcano?",comparison,hard,clean,The flaming volcano,The Flaming volcano.,1.0,1,1.0,347,"P8,P5,P0,P1"
5a812cd555429926c1cdacfc,"Which drink is larger, the Apple-Kneel or the Flaming volcano?",comparison,hard,remove_one,The flaming volcano,Apple‑Kneel,0.0,0,1.0,374,"P8,P5,P1,P6"
5a812cd555429926c1cdacfc,"Which drink is larger, the Apple-Kneel or the Flaming volcano?",comparison,hard,remove_all,The flaming volcano,The evidence does not provide enough information to determine which drink is larger.,0.0,0,,385,"P5,P6,P9,P1"
5a812cd555429926c1cdacfc,"Which drink is larger, the Apple-Kneel or the Flaming volcano?",comparison,hard,contaminated,The flaming volcano,The evidence does not provide enough information to determine which drink is larger.,0.0,0,,578,"P5,D0,D1,P3"
5a77a7db5542995d8318124d,"Which author was born first, Josephine Tey or Julia Peterkin?",comparison,hard,clean,Julia Peterkin,Julia Peterkin,1.0,1,1.0,220,"P4,P1,P3,P2"
5a77a7db5542995d8318124d,"Which author was born first, Josephine Tey or Julia Peterkin?",comparison,hard,remove_one,Julia Peterkin,"The evidence does not provide Julia Peterkin’s birth date, so it cannot be determined from the given information which author was born first.",0.08695652173913042,0,1.0,251,"P4,P1,P8,P2"
5a77a7db5542995d8318124d,"Which author was born first, Josephine Tey or Julia Peterkin?",comparison,hard,remove_all,Julia Peterkin,Julia Peterkin.,1.0,1,,298,"P1,P2,P8,P7"
5a77a7db5542995d8318124d,"Which author was born first, Josephine Tey or Julia Peterkin?",comparison,hard,contaminated,Julia Peterkin,Cannot answer based on the given evidence.,0.0,0,,346,"P1,D0,P8,P2"
5a8481945542997175ce1ed3,Are Steve Perry and Leslie West both singers?,comparison,hard,clean,yes,No.,0.0,0,0.5,259,"P5,P2,P9,P7"
5a8481945542997175ce1ed3,Are Steve Perry and Leslie West both singers?,comparison,hard,remove_one,yes,No.,0.0,0,0.0,242,"P7,P5,P9,P3"
5a8481945542997175ce1ed3,Are Steve Perry and Leslie West both singers?,comparison,hard,remove_all,yes,No.,0.0,0,,252,"P5,P7,P9,P4"
5a8481945542997175ce1ed3,Are Steve Perry and Leslie West both singers?,comparison,hard,contaminated,yes,Yes.,1.0,1,,313,"P5,P4,P0,P7"
5a7cc50e554299452d57ba3e,"Which band, Letters to Cleo or Screaming Trees, had more members?",comparison,hard,clean,Letters to Cleo,Letters to Cleo.,1.0,1,0.5,468,"P0,P8,P4,P3"
5a7cc50e554299452d57ba3e,"Which band, Letters to Cleo or Screaming Trees, had more members?",comparison,hard,remove_one,Letters to Cleo,Screaming Trees.,0.0,0,1.0,497,"P8,P4,P3,P7"
5a7cc50e554299452d57ba3e,"Which band, Letters to Cleo or Screaming Trees, had more members?",comparison,hard,remove_all,Letters to Cleo,Cannot be determined from the evidence.,0.0,0,,529,"P8,P4,P9,P3"
5a7cc50e554299452d57ba3e,"Which band, Letters to Cleo or Screaming Trees, had more members?",comparison,hard,contaminated,Letters to Cleo,Screaming Trees.,0.0,0,,529,"P8,P4,P3,P9"
5a7fe0b55542994857a76818,"Are The Maine and Black both from Tempe, Arizona?",comparison,hard,clean,no,No.,1.0,1,1.0,350,"P8,P3,P1,P4"
5a7fe0b55542994857a76818,"Are The Maine and Black both from Tempe, Arizona?",comparison,hard,remove_one,no,No.,1.0,1,1.0,430,"P8,P3,P4,P7"
5a7fe0b55542994857a76818,"Are The Maine and Black both from Tempe, Arizona?",comparison,hard,remove_all,no,No,1.0,1,,384,"P8,P4,P9,P7"
5a7fe0b55542994857a76818,"Are The Maine and Black both from Tempe, Arizona?",comparison,hard,contaminated,no,No,1.0,1,,386,"P8,D0,P4,P9"
5ab2b2a7554299295394681d,Have filmmakers Brent Hodge and Ayoub Qanir both received awards for their work?,comparison,hard,clean,yes,Yes.,1.0,1,1.0,356,"P6,P9,P5,P1"
5ab2b2a7554299295394681d,Have filmmakers Brent Hodge and Ayoub Qanir both received awards for their work?,comparison,hard,remove_one,yes,No.,0.0,0,1.0,304,"P9,P5,P1,P0"
5ab2b2a7554299295394681d,Have filmmakers Brent Hodge and Ayoub Qanir both received awards for their work?,comparison,hard,remove_all,yes,No.,0.0,0,,237,"P5,P3,P0,P7"
5ab2b2a7554299295394681d,Have filmmakers Brent Hodge and Ayoub Qanir both received awards for their work?,comparison,hard,contaminated,yes,No.,0.0,0,,272,"P5,P0,P7,P1"
5ab1d7ac554299449642c7e6,"Which genus has more species, Xanthoceras or Ehretia?",comparison,hard,clean,Ehretia,Ehretia,1.0,1,1.0,89,"P0,P1"
5ab1d7ac554299449642c7e6,"Which genus has more species, Xanthoceras or Ehretia?",comparison,hard,remove_one,Ehretia,Cannot be determined from the evidence.,0.0,0,1.0,28,P1
5ab1d7ac554299449642c7e6,"Which genus has more species, Xanthoceras or Ehretia?",comparison,hard,remove_all,Ehretia,Cannot answer the question based on the provided evidence.,0.0,0,,0,
5ab1d7ac554299449642c7e6,"Which genus has more species, Xanthoceras or Ehretia?",comparison,hard,contaminated,Ehretia,Cannot be determined from the evidence.,0.0,0,,157,"D1,D0"
5a7a77425542995eb53be83e,"Who has released more solo albums, Nick Carter or Brady Seals?",comparison,hard,clean,Brady Seals,Brady Seals,1.0,1,1.0,371,"P5,P3,P8,P1"
5a7a77425542995eb53be83e,"Who has released more solo albums, Nick Carter or Brady Seals?",comparison,hard,remove_one,Brady Seals,They have each released the same number of solo albums.,0.0,0,1.0,294,"P5,P9,P2,P0"
5a7a77425542995eb53be83e,"Who has released more solo albums, Nick Carter or Brady Seals?",comparison,hard,remove_all,Brady Seals,Brady Seals,1.0,1,,210,"P8,P1,P4,P9"
5a7a77425542995eb53be83e,"Who has released more solo albums, Nick Carter or Brady Seals?",comparison,hard,contaminated,Brady Seals,I don't know.,0.0,0,,301,"D0,P8,P1,P4"
5adc393f5542996e685252e7,What occupations are shared by Maher Sabry and Til Schweiger?,comparison,hard,clean,"director, and producer",film director; producer; screenwriter,0.5714285714285715,0,0.5,190,"P9,P2,P0,P5"
5adc393f5542996e685252e7,What occupations are shared by Maher Sabry and Til Schweiger?,comparison,hard,remove_one,"director, and producer",Film director; producer; screenwriter (writer),0.5,0,1.0,190,"P9,P2,P0,P5"
5adc393f5542996e685252e7,What occupations are shared by Maher Sabry and Til Schweiger?,comparison,hard,remove_all,"director, and producer",Director,0.5,0,,220,"P2,P0,P5,P6"
5adc393f5542996e685252e7,What occupations are shared by Maher Sabry and Til Schweiger?,comparison,hard,contaminated,"director, and producer",Director,0.5,0,,220,"P2,P0,P5,P6"
5abf08985542997719eab625,"Which band was formed first, Circus Diablo or Magic Dirt?",comparison,hard,clean,Magic Dirt,Magic Dirt,1.0,1,1.0,363,"P7,P3,P1,P5"
5abf08985542997719eab625,"Which band was formed first, Circus Diablo or Magic Dirt?",comparison,hard,remove_one,Magic Dirt,Magic Dirt,1.0,1,1.0,274,"P7,P5,P1,P4"
5abf08985542997719eab625,"Which band was formed first, Circus Diablo or Magic Dirt?",comparison,hard,remove_all,Magic Dirt,Magic Dirt.,1.0,1,,259,"P1,P5,P4,P6"
5abf08985542997719eab625,"Which band was formed first, Circus Diablo or Magic Dirt?",comparison,hard,contaminated,Magic Dirt,Magic Dirt.,1.0,1,,345,"P1,P5,D0,D1"
5ae4ebeb55429908b63264bb,"Are Jiujiang, Guangdong and Ruzhou located in the same Chinese district?",comparison,hard,clean,no,No.,1.0,1,0.5,361,"P7,P6,P9,P5"
5ae4ebeb55429908b63264bb,"Are Jiujiang, Guangdong and Ruzhou located in the same Chinese district?",comparison,hard,remove_one,no,No.,1.0,1,1.0,467,"P7,P6,P2,P9"
